id,trigger,conditions,script,text,options,notes
ExerelinPrisonerOptionListRansomHostile,ExerelinPrisonerOption,"RepIsAtBest $faction.id HOSTILE
!IsPirateFaction $faction.id
!$faction.c:allowsTransponderOffTrade
!$market.mc:free_market","SetTooltip exerelinPrisonerRansom ""$TheFactionLong are $relAdjective to you and refuse to consider any ransom payment.""
SetEnabled exerelinPrisonerRansom false",,,
ExerelinPrisonerOptionListRansomHostileCanDisableTransponder,ExerelinPrisonerOption,"RepIsAtBest $faction.id HOSTILE
!IsPirateFaction $faction.id
$player.transponderOn","SetTooltip exerelinPrisonerRansom ""$TheFactionLong are $relAdjective to you and refuse to consider any ransom payment. Coming in with your transponder off might allow an under-the-table deal.""
SetEnabled exerelinPrisonerRansom false",,,
#ExerelinPrisonerOptionListRansomPirates,ExerelinPrisonerOption,IsPirateFaction $faction.id,"SetTooltip exerelinPrisonerRansom ""Pirates do not pay ransom.""
SetEnabled exerelinPrisonerRansom false",,,
#ExerelinPrisonerOptionListSellSlave,ExerelinPrisonerOption,$tradeMode != NONE,"Nex_PrisonerAction getValue
SetTooltip exerelinPrisonerSellSlave ""Sell a prisoner as a slave for $slaveValue credits. This will anger lawful factions.""
SetTooltipHighlightColors exerelinPrisonerSellSlave buttonShortcut 
SetTooltipHighlights exerelinPrisonerSellSlave $slaveValue
SetEnabled exerelinPrisonerSellSlave true
SetShortcut exerelinPrisonerSellSlave S",,exerelinPrisonerSellSlave:Sell as slave,
#ExerelinPrisonerOptionListSellSlaveNoMarket,ExerelinPrisonerOption,$tradeMode == NONE,"SetTooltip exerelinPrisonerSellSlave ""You cannot dock with $market to perform this trade.""
SetEnabled exerelinPrisonerSellSlave false",,exerelinPrisonerSellSlave:Sell as slave,
ExerelinPrisonerOptionListBack,ExerelinPrisonerOption,,SetShortcut exerelinMarketSpecial ESCAPE,,exerelinMarketSpecial:Back,
ExerelinPrisonerRepatriate,DialogOptionSelected,$option == exerelinPrisonerRepatriate,"Nex_PrisonerAction repatriate
FireAll ExerelinPrisonerPostTrade",The prisoner has been repatriated.,,
ExerelinPrisonerRansom,DialogOptionSelected,$option == exerelinPrisonerRansom,"Nex_PrisonerAction ransom
SetTextHighlights $ransomValue
FireAll ExerelinPrisonerPostTrade",The prisoner has been ransomed for $ransomValue credits.,,
ExerelinPrisonerSellSlave,DialogOptionSelected,$option == exerelinPrisonerSellSlave,"Nex_PrisonerAction sellSlave
SetTextHighlights $slaveValue
FireAll ExerelinPrisonerPostTrade",You have sold the prisoner into slavery for $slaveValue credits.,,
ExerelinPrisonerAfterTrade,ExerelinPrisonerPostTrade,HasItem prisoner,"GetNumSpecialPeople
FireAll ExerelinPrisonerOption",,,
ExerelinPrisonerAfterTradeNoMorePrisoners,ExerelinPrisonerPostTrade,!HasItem prisoner,"$menuState = exerelinSpecial 0
FireAll ExerelinMarketSpecial",You have no more prisoners.,,
#END Prisoner options,,,,,,
,,,,,,
# Mining options,,,,,,
nex_openAsteroid,OpenInteractionDialog,"$isAsteroid
!Nex_IsModActive ""stellar_industrialist""","ShowDefaultVisual
PrintDescription 3
FireAll PopulateOptions",Your $shipOrFleet approaches the asteroid.,,
nex_leaveAsteroid,PopulateOptions,"$isAsteroid
!Nex_IsModActive ""stellar_industrialist""",SetShortcut marketLeave ESCAPE,,100:marketLeave:Leave,
,,,,,,
nex_miningOption,PopulateOptions,"$nex_canMine
!$isAsteroid",SetEnabled nex_miningPreview true,,3:nex_miningPreview:Mine planet,
nex_miningOptionAsteroid,PopulateOptions,"$nex_canMine
$isAsteroid",SetEnabled nex_miningPreview true,,3:nex_miningPreview:Mine asteroid,
nex_miningOptionUnsurveyed,PopulateOptions,"$nex_canMine
!$isAsteroid
$market.surveyLevel != FULL","SetTooltip nex_miningPreview ""You need to survey the planet first!""
SetEnabled nex_miningPreview false",,,
nex_miningOptionCooldown,PopulateOptions,"$nex_canMine
$player.nex_miningCooldown","SetTooltip nex_miningPreview ""On cooldown, please wait a day before mining again.""
SetEnabled nex_miningPreview false",,,
,,,,,,
nex_miningPreview,DialogOptionSelected,$option == nex_miningPreview,"Nex_PrintMiningInfo planet
FireAll nex_MiningOption",,,
nex_miningMineOption,nex_MiningOption,$player.miningStrength > 0,"SetEnabled nex_miningStart true
SetShortcut nex_miningStart RETURN
SetShortcut nex_miningBack ESCAPE",,"nex_miningStart:Start mining
nex_miningFleetInfo:List mining ships
nex_miningListTools:What ships and weapons can mine?
nex_miningBack:Back",
nex_miningMineOptionNoMiners,nex_MiningOption,$player.miningStrength <= 0,"SetTooltip nex_miningStart ""You have no ships capable of mining.""
SetEnabled nex_miningStart false
SetShortcut nex_miningBack ESCAPE",,"nex_miningStart:Start mining
nex_miningListTools:What ships and weapons can mine?
nex_miningBack:Back",
nex_miningFleetInfo,DialogOptionSelected,$option == nex_miningFleetInfo,"Nex_PrintMiningInfo fleet
FireAll nex_miningOption",,,
nex_miningListTools,DialogOptionSelected,$option == nex_miningListTools,"Nex_PrintMiningInfo tools
FireAll nex_miningOption",,,
nex_miningStart,DialogOptionSelected,"$nex_canMine
$option == nex_miningStart","$player.nex_miningCooldown = true 1
Nex_GetMiningResults 1
ShowDefaultVisual",,nex_miningLeave:Leave,
,,,,,,
nex_miningBack,DialogOptionSelected,$option == nex_miningBack,FireAll PopulateOptions,,,
nex_miningLeave,DialogOptionSelected,$option == nex_miningLeave,DismissDialog,,,
#END Mining options,,,,,,
,,,,,,
# Fleet requests,,,,,,
nex_fleetRequestOpt,ExerelinMarketSpecial,,SetShortcut nex_fleetRequest_main R,,8:nex_fleetRequest_main:Request a fleet,
nex_fleetRequest,DialogOptionSelected,$option == nex_fleetRequest_main,FireAll Nex_FleetRequest,,,
nex_fleetRequestByTriggerFirstTime,Nex_FleetRequest,!$nex_fleetRequest_initComplete,"Nex_FleetRequest init
ShowVisual ""graphics/illustrations/hound_hangar.jpg""",You can dispatch a fleet or task force to accomplish an objective.,,
nex_fleetRequestByTrigger,Nex_FleetRequest,,"Nex_FleetRequest mainMenu
SetShortcut nex_fleetRequestCancel ""ESCAPE""",,,
,,,,,,
nex_fleetRequest_selectTypeMenu,DialogOptionSelected,$option == nex_fleetRequest_selectType,"SetTooltip nex_fleetRequest_setType_basestrike ""Sends a task force to destroy a concealed pirate or Luddic Path base. The base's star system must be known. Will not earn bounty rewards.""
SetTooltip nex_fleetRequest_setType_defense ""Patrols the target market's system. Once arrived, will remain on station for 150 days.""
SetTooltip nex_fleetRequest_setType_relief ""Sends a relief fleet to address instability on the target market. Can only target markets not under player control. High cost, scaling with market size.""
SetTooltipHighlightColors nex_fleetRequest_setType_defense hColor
SetTooltipHighlights nex_fleetRequest_setType_defense 150",,"nex_fleetRequest_setType_invasion:Invasion
nex_fleetRequest_setType_basestrike:Base strike
nex_fleetRequest_setType_defense:Defense
nex_fleetRequest_setType_colony:Colony
nex_fleetRequest_setType_relief:Relief
nex_fleetRequest_main:Back",
nex_fleetRequest_selectType,DialogOptionSelected,"Nex_OptionStartsWith ""nex_fleetRequest_setType_""","Nex_FleetRequest setType
FireAll Nex_FleetRequest",,,
,,,,,,
nex_fleetRequest_setStrengthMenu,DialogOptionSelected,$option == nex_fleetRequest_strengthMenu,Nex_FleetRequest strengthMenu,,,
nex_fleetRequest_setStrength,DialogOptionSelected,$option == nex_fleetRequest_setStrength,"Nex_FleetRequest setStrength
FireAll Nex_FleetRequest",,,
,,,,,,
nex_fleetRequest_selectSourceMenu,DialogOptionSelected,$option == nex_fleetRequest_selectSource,Nex_FleetRequest sourceMenu,,,
nex_fleetRequest_selectSource,DialogOptionSelected,"Nex_OptionStartsWith ""nex_fleetRequest_setSource_""","Nex_FleetRequest setSource
FireAll Nex_FleetRequest",,,
,,,,,,
nex_fleetRequest_selectTargetMenu,DialogOptionSelected,$option == nex_fleetRequest_selectTarget,Nex_FleetRequest targetMenu,,,
nex_fleetRequest_selectTarget,DialogOptionSelected,"Nex_OptionStartsWith ""nex_fleetRequest_setTarget_""","Nex_FleetRequest setTarget
FireAll Nex_FleetRequest",,,
,,,,,,
nex_fleetRequest_proceed,DialogOptionSelected,$option == nex_fleetRequest_proceed,"Nex_FleetRequest proceed
SetShortcut exerelinMarketSpecial ESCAPE",,"nex_fleetRequest_main:Continue
exerelinMarketSpecial:Exit",
#END Fleet requests,,,,,,
,,,,,,
# Decivilized market events,,,,,,
nex_decivEvent_opt,PopulateOptions,"$market.isPlanetConditionMarketOnly
$market.mc:decivilized score:100
Nex_DecivEvent hasEvent
!HostileFleetNearbyAndAware",,One of the survivors' settlements on the surface is hailing your ship.,nex_decivEvent_interact:Answer the hail,
nex_decivEvent_opthostileFleetNearby,PopulateOptions,"$market.isPlanetConditionMarketOnly
$market.mc:decivilized score:100
Nex_DecivEvent hasEvent
HostileFleetNearbyAndAware",SetEnabled nex_decivEvent_interact false,"One of the survivors' settlements on the surface is hailing your ship. But with a hostile fleet nearby, it's probably not something you have time to deal with right now.",nex_decivEvent_interact:Answer the hail,
nex_decivEvent_init,DialogOptionSelected,$option == nex_decivEvent_interact,Nex_DecivEvent greet,"You open a comm link, your comms officer configuring the protocol to interface with whatever jury-rigged system the other party is using.",,
nex_decivEvent_greetingFirstTime,Nex_DecivEvent_Greeting,"!$market.nex_decivEvent_visitedBefore
!Nex_DecivEvent wasCivilized",,"""Hello? Is this thing on?

Oh, hello, stranger! It's been a long time since anyone swung by. Is the Sector still alive? Where'd you get that ship? Did Half-Life 3 finally come out?""

Maybe dropping off a datacube for $himOrHer to read at $hisOrHer own leisure would get $himOrHer to stop asking questions.
OR
""A ship! A ship, a ship, a ship!!

Gods, are we glad to see you! For the longest time we were wondering if there was even anyone else alive out there. My name is $personName, and I can't wait to shake your hand!""",nex_decivEvent_greetingContinue:Continue,
nex_decivEvent_greetingFirstTimeWasCivilized,Nex_DecivEvent_Greeting,"!$market.nex_decivEvent_visitedBefore
Nex_DecivEvent wasCivilized",,"""Praise the gods! I was starting to fear we'd never see a ship in the sky again.

As you can guess, we've had no contact with the rest of the Sector since... since the previous government fell and everything went to hell here.""
OR
""A $shipOrFleet! I guess the Sector hasn't forgotten $market after all.

Most of us are stuck here on $market, living day to day. It's a wonder most of us are even alive, honestly.""",nex_decivEvent_greetingContinue:Continue,
nex_decivEvent_greeting,Nex_DecivEvent_Greeting,$market.nex_decivEvent_visitedBefore,Nex_DecivEvent trade,"""Hello, space traveler! I see you decided to stop by again.""
OR
""Oh, it's $playerName.""",,
nex_decivEvent_greetingRefugees,Nex_DecivEvent_Greeting,"$market.nex_decivEvent_visitedBefore
$market.nex_decivEvent_type == ""refugees""",Nex_DecivEvent trade,"""You've come back...?""",,
nex_decivEvent_greetingFirstTimeContinue,DialogOptionSelected,$option == nex_decivEvent_greetingContinue,Nex_DecivEvent trade,,,
,,,,,,
nex_decivEvent_barterGeneric,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""barter""",SetTextHighlights $nex_decivEvent_takeName $nex_decivEvent_giveName,"""Now, we happen to be in need of some $nex_decivEvent_takeName. In return, we can give you some $nex_decivEvent_giveName. Interested?""
OR
""Let's make a trade, spacer. You give us $nex_decivEvent_takeName, in exchange for some $nex_decivEvent_giveName. How about that?""",,
nex_decivEvent_barterRareOre,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""barter""
$market.nex_decivEvent_giveItem == ""rare_ore""",SetTextHighlights $nex_decivEvent_giveName $nex_decivEvent_takeName,"""I've got an offer for you. We've got a decent stockpile of $nex_decivEvent_giveName, but not the refining facilities to process it. At the same time, we could use some $nex_decivEvent_takeName. Would you be interested in a trade?""",,
nex_decivEvent_barterRareMetals,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""barter""
$market.nex_decivEvent_giveItem == ""rare_metals""",SetTextHighlights $nex_decivEvent_giveName $nex_decivEvent_takeName,"""Right, here's the deal. We happen to have a large stock of $nex_decivEvent_giveName — very valuable before the Collapse. But we lack the manufacturing industry needed to make use of them; here on $market, they're just shiny baubles. If you happen to have some $nex_decivEvent_takeName, we could make a trade.""",,
nex_decivEvent_barterCrew,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""barter""
$market.nex_decivEvent_giveItem == ""crew""",SetTextHighlights $nex_decivEvent_takeName,"""Now, listen here. I've got a load of prisoners captured in a recent raid. More than I want to feed, in truth. I suppose an enterprising spacefarer like yourself would have no trouble putting them to work on a starship. All I ask for in exchange is a little $nex_decivEvent_takeName.""

Dealing in slaves — as this offer surely is — tends to be frowned on under most moral systems. On the other hand, the captives may be considerably better off on your $shipOrFleet than with... this person.",,
nex_decivEvent_refugees,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""refugees""",SetTextHighlights $nex_decivEvent_giveCount,"""Please help us, good starfarer. Me and my friends, we've been stranded on this world for... for far too long. A few more months here and we'll be dead, or worse.

Let us come aboard your $shipOrFleet. There are $nex_decivEvent_giveCount of us, all willing to work our passage off this place.""
OR
""I beg you for a favor, $playerName. This place, $market, it's no place to live. Not with the total collapse of society, with every meal possibly our last, with packs of raiders and looters seizing everything — and everyone — they can get their hands on.

Please, take us away from this world. We'll work on your $shipOrFleet, all $nex_decivEvent_giveCount of us. We would be eternally grateful.""",,
nex_decivEvent_bomb,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""bomb""",SetTextHighlights $nex_decivEvent_giveName $nex_decivEvent_takeCount,"""Right, so there's something only you can help us with.

There's a nearby pack of knaves and scum that needs dealing with. We'd clear the whole rotten nest out ourselves, but alas, their defenses are a little too entrenched. You, on the other hand... with your spaceship, you could drop a few  bombs on them and blow them straight to hell. In return, we'll give you some $nex_decivEvent_giveName. Sounds good?""

$personName transmits several images and the coordinates of the target. With the rudimentary defenses present, you estimate that it'd take no more than $nex_decivEvent_takeCount fuel to completely destroy this settlement. Assuming, of course, that intervening in $market's conflicts is a good idea.",,
nex_decivEvent_colony,Nex_DecivEvent_OfferText,"$market.nex_decivEvent_type == ""foundColony""","SetTextHighlights ""supplies"" ""machinery"".
AddTextSmall ""Will create a new independent colony $onOrAt $market.""
SetTextHighlights independent","""We have a great favor to ask of you, friend $playerName.

The people of $market desire to reach the stars once more. We've organized ourselves a stable polity here, and with just a little more assistance we could become a part of the Sector community once again. 

All we need is a little in the way of supplies and machinery. If you would be so generous as to provide these, we would be immensely grateful.""",,
,,,,,,
nex_decivEvent_accept,DialogOptionSelected,"$option == nex_decivEvent_accept
$market.nex_decivEvent_type == ""barter""","Nex_DecivEvent accept
ShowDefaultVisual
FireAll PopulateOptions","""Excellent! A pleasure doing business with you.""

You cut the comm link after some pleasantries and dispatch a shuttle to the surface of $market to make the trade.",,
nex_decivEvent_decline,DialogOptionSelected,"$option == nex_decivEvent_decline
$market.nex_decivEvent_type == ""barter""","Nex_DecivEvent decline
ShowDefaultVisual
FireAll PopulateOptions","""That's a shame. Well, we'll be here if you change your mind.""

You cut the comm link after exchanging some pleasantries.",,
nex_decivEvent_acceptRefugees,DialogOptionSelected,"$option == nex_decivEvent_accept
$market.nex_decivEvent_type == ""refugees""","Nex_DecivEvent accept
ShowDefaultVisual
FireAll PopulateOptions","""Thank you so much! We'll come abroad right away.""

You cut the comm link and dispatch a shuttle to the surface of $market to pick up your new crewmembers. Hopefully they'll fit in well... and won't bring aboard some horrible new pox hitherto unknown to the Sector.",,
nex_decivEvent_declineRefugees,DialogOptionSelected,"$option == nex_decivEvent_decline
$market.nex_decivEvent_type == ""refugees""","Nex_DecivEvent decline
ShowDefaultVisual
FireAll PopulateOptions","""You... have you no heart? You would truly leave us here?""

You swiftly cut the comm link. You don't need to hear any more of this.
OR
""No! Don't leave us!""

$personName's desperate pleas are cut off abruptly as you disconnect the link.",,
nex_decivEvent_acceptBomb,DialogOptionSelected,"$option == nex_decivEvent_accept
$market.nex_decivEvent_type == ""bomb""","Nex_DecivEvent accept
ShowDefaultVisual
FireAll PopulateOptions","The jury-rigged antimatter bombs serve to obliterate the target most satisfyingly, leaving nothing but a patchwork of craters scarring the landscape.

$personName is most pleased. ""Excellent!"" $heOrShe crows. ""Take your reward, friend. You've earned it.""

A while later, your shuttle returns to your $shipOrFleet with the promised goods. That's one problem taken care of, at least.",,
nex_decivEvent_declineBomb,DialogOptionSelected,"$option == nex_decivEvent_decline
$market.nex_decivEvent_type == ""bomb""","Nex_DecivEvent decline
ShowDefaultVisual
FireAll PopulateOptions","""Bah, fine. Have it your way, Captain High-and-Mighty.""

You cut the comm link. The outcome of whatever feud $personName and $hisOrHer neighbors have down there is none of your concern.",,
nex_decivEvent_acceptColony,DialogOptionSelected,"$option == nex_decivEvent_accept
$market.nex_decivEvent_type == ""foundColony""","Nex_DecivEvent accept
ShowDefaultVisual","""Thank you so much, $playerName. I see many babies named after you in the future.""

With their new supplies and equipment, the people of $market go to work with a feverish energy building their new settlement. They've even got a basic spaceport working, perhaps a leftover from the Collapse that just needed a little TLC to get running again.",nex_decivEvent_foundColonyEnd:Continue,
nex_decivEvent_acceptColonyPost,DialogOptionSelected,$option == nex_decivEvent_foundColonyEnd,FireBest MarketPostOpen,,,
nex_decivEvent_declineColony,DialogOptionSelected,"$option == nex_decivEvent_decline
$market.nex_decivEvent_type == ""foundColony""","Nex_DecivEvent decline
Nex_DecivEvent addFoundColonyIntel
ShowDefaultVisual
FireAll PopulateOptions","""...I understand. We will have to make do, somehow. But if you do come back in the future?""
OR
""Please, won't you reconsider? Perhaps, if you should ever return...""",,
nex_decivEvent_declineColonyLater,DialogOptionSelected,"$option == nex_decivEvent_decline
$market.hasRuins
!$market.ruinsExplored
$market.nex_decivEvent_type == ""foundColony""","Nex_DecivEvent decline
ShowDefaultVisual
FireAll PopulateOptions","""Got things to do first? We understand. Let us know when you're done.""",,
